,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,state_cleaned,City
10684,,Austria,47.5162,14.5501,2020-03-04,29,0,0.0,Vienna,
10685,,Azerbaijan,40.1431,47.5769,2020-03-04,3,0,0.0,Agjabadi,
10686,,Bahamas,25.0343,-77.3963,2020-03-04,0,0,0.0,Nassau,
10687,,Bahrain,26.0275,50.55,2020-03-04,52,0,0.0,Manama,
10688,,Bangladesh,23.685,90.3563,2020-03-04,0,0,0.0,Dhaka,
10689,,Barbados,13.1939,-59.5432,2020-03-04,0,0,0.0,Bridgetown,
10690,,Belarus,53.7098,27.9534,2020-03-04,6,0,0.0,Minsk,
10691,,Belgium,50.8333,4.0,2020-03-04,23,0,1.0,Brussels,
10692,,Benin,9.3077,2.3158,2020-03-04,0,0,0.0,Porto-Novo,
10693,,Bhutan,27.5142,90.4336,2020-03-04,0,0,0.0,Trongsa,
10694,,Bolivia,-16.2902,-63.5887,2020-03-04,0,0,0.0,Bolivia,
10695,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-04,0,0,0.0,Sarajevo,
10696,,Brazil,-14.235,-51.9253,2020-03-04,4,0,0.0,Brasília,
10697,,Brunei,4.5353,114.7277,2020-03-04,0,0,0.0,Rambai,
10698,,Bulgaria,42.7339,25.4858,2020-03-04,0,0,0.0,Sofia,
10699,,Burkina Faso,12.2383,-1.5616,2020-03-04,0,0,0.0,Kadiogo,
10700,,Cabo Verde,16.5388,-23.0418,2020-03-04,0,0,0.0,Cabo Verde,
10701,,Cambodia,11.55,104.9167,2020-03-04,1,0,1.0,Phnom Penh,
10702,,Cameroon,3.848,11.5021,2020-03-04,0,0,0.0,Yaounde,
10703,Alberta,Canada,53.9333,-116.5765,2020-03-04,0,0,,Alberta,
10704,British Columbia,Canada,49.2827,-123.1207,2020-03-04,12,0,,British Columbia,
10705,Grand Princess,Canada,37.6489,-122.6655,2020-03-04,0,0,,Grand Princess,
10706,Manitoba,Canada,53.7609,-98.8139,2020-03-04,0,0,,Manitoba,
10707,New Brunswick,Canada,46.5653,-66.4619,2020-03-04,0,0,,New Brunswick,
10708,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-04,0,0,,Newfoundland and Labrador,
10709,Nova Scotia,Canada,44.682,-63.7443,2020-03-04,0,0,,Nova Scotia,
10710,Ontario,Canada,51.2538,-85.3232,2020-03-04,20,0,,Ontario,
10711,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-04,0,0,,Prince Edward Island,
10712,Quebec,Canada,52.9399,-73.5491,2020-03-04,1,0,,Quebec,
10713,Saskatchewan,Canada,52.9399,-106.4509,2020-03-04,0,0,,Saskatchewan,
10714,,Central African Republic,6.6111,20.9394,2020-03-04,0,0,0.0,Ippy,
10715,,Chad,15.4542,18.7322,2020-03-04,0,0,0.0,Borkou,
10716,,Chile,-35.6751,-71.543,2020-03-04,1,0,0.0,Maule,
10717,Anhui,China,31.8257,117.2264,2020-03-04,990,6,956.0,Anhui,
10718,Beijing,China,40.1824,116.4142,2020-03-04,418,8,297.0,Beijing,
10719,Chongqing,China,30.0572,107.874,2020-03-04,576,6,502.0,Chongqing,
10720,Fujian,China,26.0789,117.9874,2020-03-04,296,1,270.0,Fujian,
10721,Gansu,China,37.8099,101.0583,2020-03-04,91,2,87.0,Gansu,
10722,Guangdong,China,23.3417,113.4244,2020-03-04,1350,7,1133.0,Guangdong,
10723,Guangxi,China,23.8298,108.7881,2020-03-04,252,2,210.0,Guangxi,
10724,Guizhou,China,26.8154,106.8748,2020-03-04,146,2,114.0,Guizhou,
10725,Hainan,China,19.1959,109.7453,2020-03-04,168,5,158.0,Hainan,
10726,Hebei,China,39.549,116.1306,2020-03-04,318,6,301.0,Hebei,
10727,Heilongjiang,China,47.862,127.7615,2020-03-04,480,13,373.0,Heilongjiang,
10728,Henan,China,33.882,113.614,2020-03-04,1272,22,1234.0,Henan,
10729,Hong Kong,China,22.3,114.2,2020-03-04,105,2,37.0,Hong Kong,
10730,Hubei,China,30.9756,112.2707,2020-03-04,67332,2871,38557.0,Hubei,
10731,Hunan,China,27.6104,111.7088,2020-03-04,1018,4,916.0,Hunan,
10732,Inner Mongolia,China,44.0935,113.9448,2020-03-04,75,1,63.0,Inner Mongolia,
10733,Jiangsu,China,32.9711,119.455,2020-03-04,631,0,577.0,Jiangsu,
10734,Jiangxi,China,27.614,115.7221,2020-03-04,935,1,884.0,Jiangxi,
10735,Jilin,China,43.6661,126.1923,2020-03-04,93,1,86.0,Jilin,
10736,Liaoning,China,41.2956,122.6085,2020-03-04,125,1,106.0,Liaoning,
10737,Macau,China,22.1667,113.55,2020-03-04,10,0,9.0,Macau,
10738,Ningxia,China,37.2692,106.1655,2020-03-04,75,0,69.0,Ningxia,
10739,Qinghai,China,35.7452,95.9956,2020-03-04,18,0,18.0,Qinghai,
10740,Shaanxi,China,35.1917,108.8701,2020-03-04,245,1,223.0,Shaanxi,
10741,Shandong,China,36.3427,118.1498,2020-03-04,758,6,516.0,Shandong,
10742,Shanghai,China,31.202,121.4491,2020-03-04,338,3,298.0,Shanghai,
10743,Shanxi,China,37.5777,112.2922,2020-03-04,133,0,124.0,Shanxi,
10744,Sichuan,China,30.6171,102.7103,2020-03-04,538,3,406.0,Sichuan,
10745,Tianjin,China,39.3054,117.323,2020-03-04,136,3,124.0,Tianjin,
10746,Tibet,China,31.6927,88.0924,2020-03-04,1,0,1.0,Tibet,
10747,Xinjiang,China,41.1129,85.2401,2020-03-04,76,3,69.0,Xinjiang,
10748,Yunnan,China,24.974,101.487,2020-03-04,174,2,169.0,Yunnan,
10749,Zhejiang,China,29.1832,120.0934,2020-03-04,1213,1,1114.0,Zhejiang,
10750,,Colombia,4.5709,-74.2973,2020-03-04,0,0,0.0,Cundinamarca,
10751,,Congo (Brazzaville),-4.0383,21.7587,2020-03-04,0,0,0.0,Kasai,
10752,,Congo (Kinshasa),-4.0383,21.7587,2020-03-04,0,0,0.0,Kasai,
10753,,Costa Rica,9.7489,-83.7534,2020-03-04,0,0,0.0,San José,
10754,,Cote d'Ivoire,7.54,-5.5471,2020-03-04,0,0,0.0,Cote d'Ivoire,
10755,,Croatia,45.1,15.2,2020-03-04,10,0,0.0,Jezerane,
10756,,Diamond Princess,0.0,0.0,2020-03-04,706,6,10.0,Diamond Princess,
10757,,Cuba,22.0,-80.0,2020-03-04,0,0,0.0,Havana,
10758,,Cyprus,35.1264,33.4299,2020-03-04,0,0,0.0,Nicosia,
10759,,Czechia,49.8175,15.473,2020-03-04,8,0,0.0,Czechia,
10760,Faroe Islands,Denmark,61.8926,-6.9118,2020-03-04,1,0,0.0,Faroe Islands,
10761,Greenland,Denmark,71.7069,-42.6043,2020-03-04,0,0,0.0,Greenland,
10762,,Denmark,56.2639,9.5018,2020-03-04,10,0,0.0,Copenhagen,
10763,,Djibouti,11.8251,42.5903,2020-03-04,0,0,0.0,Djibouti,
10764,,Dominican Republic,18.7357,-70.1627,2020-03-04,1,0,0.0,Yamasá,
10765,,Ecuador,-1.8312,-78.1834,2020-03-04,10,0,0.0,Quito,
10766,,Egypt,26.0,30.0,2020-03-04,2,0,1.0,Cairo,
10767,,El Salvador,13.7942,-88.8965,2020-03-04,0,0,0.0,San Salvador,
10768,,Equatorial Guinea,1.5,10.0,2020-03-04,0,0,0.0,Mbini,
10769,,Eritrea,15.1794,39.7823,2020-03-04,0,0,0.0,Asmara,
10770,,Estonia,58.5953,25.0136,2020-03-04,2,0,0.0,Tallinn,
10771,,Eswatini,-26.5225,31.4659,2020-03-04,0,0,0.0,Eswatini,
10772,,Ethiopia,9.145,40.4897,2020-03-04,0,0,0.0,Addis Ababa,
10773,,Fiji,-17.7134,178.065,2020-03-04,0,0,0.0,Navosa,
10774,,Finland,64.0,26.0,2020-03-04,6,0,1.0,Helsinki,
10775,French Guiana,France,3.9339,-53.1258,2020-03-04,0,0,0.0,French Guiana,
10776,French Polynesia,France,-17.6797,149.4068,2020-03-04,0,0,0.0,French Polynesia,
10777,Guadeloupe,France,16.25,-61.5833,2020-03-04,0,0,0.0,Guadeloupe,
10778,Mayotte,France,-12.8275,45.1662,2020-03-04,0,0,0.0,Mayotte,
10779,New Caledonia,France,-20.9043,165.618,2020-03-04,0,0,0.0,New Caledonia,
10780,Reunion,France,-21.1351,55.2471,2020-03-04,0,0,0.0,Reunion,
10781,Saint Barthelemy,France,17.9,-62.8333,2020-03-04,3,0,0.0,Saint Barthelemy,
10782,St Martin,France,18.0708,-63.0501,2020-03-04,0,0,0.0,St Martin,
10783,Martinique,France,14.6415,-61.0242,2020-03-04,0,0,0.0,Martinique,
10784,,France,46.2276,2.2137,2020-03-04,285,4,12.0,Paris,
10785,,Gabon,-0.8037,11.6094,2020-03-04,0,0,0.0,Lolo-Bouenguidi,
10786,,Gambia,13.4432,-15.3101,2020-03-04,0,0,0.0,Banjul,
10787,,Georgia,42.3154,43.3569,2020-03-04,3,0,0.0,Imereti,
10788,,Germany,51.0,9.0,2020-03-04,262,0,16.0,Berlin,
10789,,Ghana,7.9465,-1.0232,2020-03-04,0,0,0.0,Pru,
10790,,Greece,39.0742,21.8243,2020-03-04,9,0,0.0,Fournas,
10791,,Guatemala,15.7835,-90.2308,2020-03-04,0,0,0.0,Chisec,
10792,,Guinea,9.9456,-9.6966,2020-03-04,0,0,0.0,Conakry,
10793,,Guyana,5.0,-58.75,2020-03-04,0,0,0.0,Georgetown,
10794,,Haiti,18.9712,-72.2852,2020-03-04,0,0,0.0,Durocher,
10795,,Vatican City,41.9029,12.4534,2020-03-04,0,0,0.0,Vatican City,
10796,,Honduras,15.2,-86.2419,2020-03-04,0,0,0.0,Gualaco,
10797,,Hungary,47.1625,19.5033,2020-03-04,2,0,0.0,erdészet,
10798,,Iceland,64.9631,-19.0208,2020-03-04,26,0,0.0,Skagafjörður,
10799,,India,21.0,78.0,2020-03-04,28,0,3.0,New Delhi,
10800,,Indonesia,-0.7893,113.9213,2020-03-04,2,0,0.0,Jakarta,
10801,,Iran,32.0,53.0,2020-03-04,2922,92,552.0,Tehran,
10802,,Iraq,33.0,44.0,2020-03-04,35,2,0.0,Fallujah,
10803,,Ireland,53.1424,-7.6921,2020-03-04,6,0,0.0,Dublin,
10804,,Israel,31.0,35.0,2020-03-04,15,0,1.0,Jerusalem,
10805,,Italy,43.0,12.0,2020-03-04,3089,107,276.0,Rome,
10806,,Jamaica,18.1096,-77.2975,2020-03-04,0,0,0.0,Summerfield,
10807,,Japan,36.0,138.0,2020-03-04,331,6,43.0,Hiraide,
10808,,Jordan,31.24,36.51,2020-03-04,1,0,0.0,Amman,
10809,,Kazakhstan,48.0196,66.9237,2020-03-04,0,0,0.0,Astana,
10810,,Kenya,-0.0236,37.9062,2020-03-04,0,0,0.0,Tumbura,
10811,,"Korea, South",36.0,128.0,2020-03-04,5621,35,41.0,Gyeongsangbuk-do,
10812,,Kuwait,29.5,47.75,2020-03-04,56,0,0.0,Kuwait City,
10813,,Kyrgyzstan,41.2044,74.7661,2020-03-04,0,0,0.0,Bishkek,
10814,,Latvia,56.8796,24.6032,2020-03-04,1,0,0.0,LV-5015,
10815,,Lebanon,33.8547,35.8623,2020-03-04,13,0,1.0,Zahlé,
10816,,Liberia,6.4281,-9.4295,2020-03-04,0,0,0.0,Monrovia,
10817,,Liechtenstein,47.14,9.55,2020-03-04,1,0,0.0,Vaduz,
10818,,Lithuania,55.1694,23.8813,2020-03-04,1,0,0.0,Vilnius,
10819,,Luxembourg,49.8153,6.1296,2020-03-04,1,0,0.0,Luxembourg,
10820,,Madagascar,-18.7669,46.8691,2020-03-04,0,0,0.0,Miarinarivo,
10821,,Malaysia,2.5,112.5,2020-03-04,50,0,22.0,Sarawak,
10822,,Maldives,3.2028,73.2207,2020-03-04,0,0,0.0,Malé,
10823,,Malta,35.9375,14.3754,2020-03-04,0,0,0.0,Mgarr,
10824,,Mauritania,21.0079,10.9408,2020-03-04,0,0,0.0,Arlit,
10825,,Mauritius,-20.2,57.5,2020-03-04,0,0,0.0,Port Louis,
10826,,Mexico,23.6345,-102.5528,2020-03-04,5,0,1.0,Zacatecas,
10827,,Moldova,47.4116,28.3699,2020-03-04,0,0,0.0,Chisinau,
10828,,Monaco,43.7333,7.4167,2020-03-04,1,0,0.0,Monaco,
10829,,Mongolia,46.8625,103.8467,2020-03-04,0,0,0.0,Burd,
10830,,Montenegro,42.5,19.3,2020-03-04,0,0,0.0,E80,
10831,,Morocco,31.7917,-7.0926,2020-03-04,1,0,0.0,Rabat,
10832,,Namibia,-22.9576,18.4904,2020-03-04,0,0,0.0,Windhoek,
10833,,Nepal,28.1667,84.25,2020-03-04,1,0,1.0,Kathmandu,
10834,Aruba,Netherlands,12.5186,-70.0358,2020-03-04,0,0,0.0,Aruba,
10835,Curacao,Netherlands,12.1696,-68.99,2020-03-04,0,0,0.0,Curacao,
10836,Sint Maarten,Netherlands,18.0425,-63.0548,2020-03-04,0,0,0.0,Sint Maarten,
10837,,Netherlands,52.1326,5.2913,2020-03-04,38,0,0.0,Amsterdam,
10838,,New Zealand,-40.9006,174.886,2020-03-04,3,0,0.0,Wellington,
10839,,Nicaragua,12.8654,-85.2072,2020-03-04,0,0,0.0,Matagalpa,
10840,,Niger,17.6078,8.0817,2020-03-04,0,0,0.0,Tchirozerine,
10841,,Nigeria,9.082,8.6753,2020-03-04,1,0,0.0,Abuja,
10842,,North Macedonia,41.6086,21.7453,2020-03-04,1,0,0.0,Vojnica,
10843,,Norway,60.472,8.4689,2020-03-04,56,0,0.0,Hol,
10844,,Oman,21.0,57.0,2020-03-04,15,0,2.0,Muscat,
10845,,Pakistan,30.3753,69.3451,2020-03-04,5,0,0.0,Balochistan,
10846,,Panama,8.538,-80.7821,2020-03-04,0,0,0.0,Panama City,
10847,,Papua New Guinea,-6.315,143.9555,2020-03-04,0,0,0.0,Port Moresby,
10848,,Paraguay,-23.4425,-58.4438,2020-03-04,0,0,0.0,Asunción,
10849,,Peru,-9.19,-75.0152,2020-03-04,0,0,0.0,Lima,
10850,,Philippines,13.0,122.0,2020-03-04,3,1,1.0,Manila,
10851,,Poland,51.9194,19.1451,2020-03-04,1,0,0.0,Warsaw,
10852,,Portugal,39.3999,-8.2245,2020-03-04,5,0,0.0,Lisbon,
10853,,Qatar,25.3548,51.1839,2020-03-04,8,0,0.0,Doha,
10854,,Romania,45.9432,24.9668,2020-03-04,4,0,1.0,Jibert,
10855,,Russia,60.0,90.0,2020-03-04,3,0,2.0,Russia,
10856,,Rwanda,-1.9403,29.8739,2020-03-04,0,0,0.0,Kigali,
10857,,Saint Lucia,13.9094,-60.9789,2020-03-04,0,0,0.0,Castries,
10858,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-04,0,0,0.0,Kingstown,
10859,,San Marino,43.9424,12.4578,2020-03-04,16,1,0.0,San Marino,
10860,,Saudi Arabia,24.0,45.0,2020-03-04,1,0,0.0,Riyadh,
10861,,Senegal,14.4974,-14.4524,2020-03-04,4,0,0.0,Tambacounda,
10862,,Serbia,44.0165,21.0059,2020-03-04,0,0,0.0,Maršić,
10863,,Seychelles,-4.6796,55.492,2020-03-04,0,0,0.0,Cascade,
10864,,Singapore,1.2833,103.8333,2020-03-04,110,0,78.0,Singapore,
10865,,Slovakia,48.669,19.699,2020-03-04,0,0,0.0,Bratislava,
10866,,Slovenia,46.1512,14.9955,2020-03-04,0,0,0.0,Ljubljana,
10867,,Somalia,5.1521,46.1996,2020-03-04,0,0,0.0,Dhuusamareeb,
10868,,South Africa,-30.5595,22.9375,2020-03-04,0,0,0.0,Pretoria,
10869,,Spain,40.0,-4.0,2020-03-04,222,2,2.0,Toledo,
10870,,Sri Lanka,7.0,81.0,2020-03-04,1,0,1.0,Sri Jayawardenapura Kotte,
10871,,Sudan,12.8628,30.2176,2020-03-04,0,0,0.0,Bara,
10872,,Suriname,3.9193,-56.0278,2020-03-04,0,0,0.0,Amatopo,
10873,,Sweden,63.0,16.0,2020-03-04,35,0,0.0,Stockholm,
10874,,Switzerland,46.8182,8.2275,2020-03-04,90,0,3.0,Bern,
10875,,Taiwan*,23.7,121.0,2020-03-04,42,1,12.0,Taiwan,
10876,,Tanzania,-6.369,34.8888,2020-03-04,0,0,0.0,Nkonko,
10877,,Thailand,15.0,101.0,2020-03-04,43,1,31.0,Bangkok,
10878,,Togo,8.6195,0.8248,2020-03-04,0,0,0.0,Sotouboua,
10879,,Trinidad and Tobago,10.6918,-61.2225,2020-03-04,0,0,0.0,Port of Spain,
10880,,Tunisia,34.0,9.0,2020-03-04,1,0,0.0,Tunis,
10881,,Turkey,38.9637,35.2433,2020-03-04,0,0,0.0,Ankara,
10882,,Uganda,1.0,32.0,2020-03-04,0,0,0.0,Kiboga,
10883,,Ukraine,48.3794,31.1656,2020-03-04,1,0,0.0,Kiev,
10884,,United Arab Emirates,24.0,54.0,2020-03-04,27,0,5.0,Abu Dhabi,
10885,Bermuda,United Kingdom,32.3078,-64.7505,2020-03-04,0,0,0.0,Bermuda,
10886,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-03-04,0,0,0.0,Cayman Islands,
10887,Channel Islands,United Kingdom,49.3723,-2.3644,2020-03-04,0,0,0.0,Channel Islands,
10888,Gibraltar,United Kingdom,36.1408,-5.3536,2020-03-04,1,0,0.0,Gibraltar,
10889,Isle of Man,United Kingdom,54.2361,-4.5481,2020-03-04,0,0,0.0,Isle of Man,
10890,Montserrat,United Kingdom,16.7425,-62.1874,2020-03-04,0,0,0.0,Montserrat,
10891,,United Kingdom,55.3781,-3.4360000000000004,2020-03-04,85,0,8.0,London,
10892,,Uruguay,-32.5228,-55.7658,2020-03-04,0,0,0.0,Montevideo,
10893,,US,37.0902,-95.7129,2020-03-04,149,11,7.0,US,
10894,,Uzbekistan,41.3775,64.5853,2020-03-04,0,0,0.0,Tashkent,
10895,,Venezuela,6.4238,-66.5897,2020-03-04,0,0,0.0,Bolívar,
10896,,Vietnam,16.0,108.0,2020-03-04,16,0,16.0,Hanoi,
10897,,Zambia,-15.4167,28.2833,2020-03-04,0,0,0.0,Lusaka,
10898,,Zimbabwe,-20.0,30.0,2020-03-04,0,0,0.0,Harare,
10899,Diamond Princess,Canada,0.0,0.0,2020-03-04,0,0,,Diamond Princess,
10900,,Dominica,15.415,-61.371,2020-03-04,0,0,0.0,Roseau,
10901,,Grenada,12.1165,-61.679,2020-03-04,0,0,0.0,St. George's,
10902,,Mozambique,-18.665695,35.529562,2020-03-04,0,0,,Cheringoma,
10903,,Syria,34.802075,38.99681500000001,2020-03-04,0,0,,Damascus,
10904,,Timor-Leste,-8.874217,125.727539,2020-03-04,0,0,,Manufahi,
10905,,Belize,13.1939,-59.5432,2020-03-04,0,0,0.0,Belmopan,
10906,Recovered,Canada,0.0,0.0,2020-03-04,0,0,,Recovered,
10907,,Laos,19.85627,102.495496,2020-03-04,0,0,0.0,Vientiane,
10908,,Libya,26.3351,17.228331,2020-03-04,0,0,0.0,Tripoli,
10909,,West Bank and Gaza,31.9522,35.2332,2020-03-04,0,0,0.0,West Bank and Gaza,
10910,,Guinea-Bissau,11.8037,-15.1804,2020-03-04,0,0,0.0,Fulacunda,
10911,,Mali,17.570692,-3.996166000000001,2020-03-04,0,0,0.0,Goundam,
10912,,Saint Kitts and Nevis,17.357822,-62.782998,2020-03-04,0,0,0.0,Basseterre,
10913,Northwest Territories,Canada,64.8255,-124.8457,2020-03-04,0,0,,Northwest Territories,
10914,Yukon,Canada,64.2823,-135.0,2020-03-04,0,0,,Yukon,
10915,,Kosovo,42.602636,20.902977,2020-03-04,0,0,0.0,Pristina,
10916,,Burma,21.9162,95.956,2020-03-04,0,0,0.0,Sagang,
10917,Anguilla,United Kingdom,18.2206,-63.0686,2020-03-04,0,0,0.0,Anguilla,
10918,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-03-04,0,0,0.0,British Virgin Islands,
10919,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-04,0,0,0.0,Turks and Caicos Islands,
10920,,MS Zaandam,0.0,0.0,2020-03-04,0,0,0.0,MS Zaandam,
10921,,Botswana,-22.3285,24.6849,2020-03-04,0,0,0.0,CKGR,
10922,,Afghanistan,33.0,65.0,2020-03-05,1,0,0.0,Baghran,
10923,,Albania,41.1533,20.1683,2020-03-05,0,0,0.0,E852,
10924,,Algeria,28.0339,1.6596,2020-03-05,12,0,0.0,Timokten,
10925,,Andorra,42.5063,1.5218,2020-03-05,1,0,0.0,Andorra la Vella,
10926,,Angola,-11.2027,17.8739,2020-03-05,0,0,0.0,Sautari,
10927,,Antigua and Barbuda,17.0608,-61.7964,2020-03-05,0,0,0.0,St. John's,
10928,,Argentina,-38.4161,-63.6167,2020-03-05,1,0,0.0,Buenos Aires,
10929,,Armenia,40.0691,45.0382,2020-03-05,1,0,0.0,Yerevan,
10930,Australian Capital Territory,Australia,-35.4735,149.0124,2020-03-05,0,0,0.0,Australian Capital Territory,
10931,New South Wales,Australia,-33.8688,151.2093,2020-03-05,22,1,4.0,New South Wales,
10932,Northern Territory,Australia,-12.4634,130.8456,2020-03-05,1,0,0.0,Northern Territory,
10933,Queensland,Australia,-28.0167,153.4,2020-03-05,13,0,8.0,Queensland,
10934,South Australia,Australia,-34.9285,138.6007,2020-03-05,5,0,2.0,South Australia,
10935,Tasmania,Australia,-41.4545,145.9707,2020-03-05,1,0,0.0,Tasmania,
10936,Victoria,Australia,-37.8136,144.9631,2020-03-05,10,0,7.0,Victoria,
10937,Western Australia,Australia,-31.9505,115.8605,2020-03-05,3,1,0.0,Western Australia,
10938,,Austria,47.5162,14.5501,2020-03-05,41,0,0.0,Vienna,
10939,,Azerbaijan,40.1431,47.5769,2020-03-05,6,0,0.0,Agjabadi,
10940,,Bahamas,25.0343,-77.3963,2020-03-05,0,0,0.0,Nassau,
10941,,Bahrain,26.0275,50.55,2020-03-05,55,0,0.0,Manama,
10942,,Bangladesh,23.685,90.3563,2020-03-05,0,0,0.0,Dhaka,
10943,,Barbados,13.1939,-59.5432,2020-03-05,0,0,0.0,Bridgetown,
10944,,Belarus,53.7098,27.9534,2020-03-05,6,0,0.0,Minsk,
10945,,Belgium,50.8333,4.0,2020-03-05,50,0,1.0,Brussels,
10946,,Benin,9.3077,2.3158,2020-03-05,0,0,0.0,Porto-Novo,
10947,,Bhutan,27.5142,90.4336,2020-03-05,0,0,0.0,Trongsa,
10948,,Bolivia,-16.2902,-63.5887,2020-03-05,0,0,0.0,Bolivia,
10949,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2,0,0.0,Sarajevo,
10950,,Brazil,-14.235,-51.9253,2020-03-05,4,0,0.0,Brasília,
10951,,Brunei,4.5353,114.7277,2020-03-05,0,0,0.0,Rambai,
10952,,Bulgaria,42.7339,25.4858,2020-03-05,0,0,0.0,Sofia,
10953,,Burkina Faso,12.2383,-1.5616,2020-03-05,0,0,0.0,Kadiogo,
10954,,Cabo Verde,16.5388,-23.0418,2020-03-05,0,0,0.0,Cabo Verde,
10955,,Cambodia,11.55,104.9167,2020-03-05,1,0,1.0,Phnom Penh,
10956,,Cameroon,3.848,11.5021,2020-03-05,0,0,0.0,Yaounde,
10957,Alberta,Canada,53.9333,-116.5765,2020-03-05,0,0,,Alberta,
10958,British Columbia,Canada,49.2827,-123.1207,2020-03-05,13,0,,British Columbia,
10959,Grand Princess,Canada,37.6489,-122.6655,2020-03-05,0,0,,Grand Princess,
10960,Manitoba,Canada,53.7609,-98.8139,2020-03-05,0,0,,Manitoba,
10961,New Brunswick,Canada,46.5653,-66.4619,2020-03-05,0,0,,New Brunswick,
10962,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-03-05,0,0,,Newfoundland and Labrador,
10963,Nova Scotia,Canada,44.682,-63.7443,2020-03-05,0,0,,Nova Scotia,
10964,Ontario,Canada,51.2538,-85.3232,2020-03-05,22,0,,Ontario,
10965,Prince Edward Island,Canada,46.5107,-63.4168,2020-03-05,0,0,,Prince Edward Island,
10966,Quebec,Canada,52.9399,-73.5491,2020-03-05,2,0,,Quebec,
10967,Saskatchewan,Canada,52.9399,-106.4509,2020-03-05,0,0,,Saskatchewan,
10968,,Central African Republic,6.6111,20.9394,2020-03-05,0,0,0.0,Ippy,
10969,,Chad,15.4542,18.7322,2020-03-05,0,0,0.0,Borkou,
10970,,Chile,-35.6751,-71.543,2020-03-05,4,0,0.0,Maule,
10971,Anhui,China,31.8257,117.2264,2020-03-05,990,6,970.0,Anhui,
10972,Beijing,China,40.1824,116.4142,2020-03-05,418,8,297.0,Beijing,
10973,Chongqing,China,30.0572,107.874,2020-03-05,576,6,512.0,Chongqing,
10974,Fujian,China,26.0789,117.9874,2020-03-05,296,1,277.0,Fujian,
10975,Gansu,China,37.8099,101.0583,2020-03-05,102,2,87.0,Gansu,
10976,Guangdong,China,23.3417,113.4244,2020-03-05,1351,7,1181.0,Guangdong,
10977,Guangxi,China,23.8298,108.7881,2020-03-05,252,2,214.0,Guangxi,
10978,Guizhou,China,26.8154,106.8748,2020-03-05,146,2,114.0,Guizhou,
10979,Hainan,China,19.1959,109.7453,2020-03-05,168,6,158.0,Hainan,
10980,Hebei,China,39.549,116.1306,2020-03-05,318,6,304.0,Hebei,
10981,Heilongjiang,China,47.862,127.7615,2020-03-05,481,13,379.0,Heilongjiang,
10982,Henan,China,33.882,113.614,2020-03-05,1272,22,1239.0,Henan,
10983,Hong Kong,China,22.3,114.2,2020-03-05,105,2,43.0,Hong Kong,
10984,Hubei,China,30.9756,112.2707,2020-03-05,67466,2902,40592.0,Hubei,
10985,Hunan,China,27.6104,111.7088,2020-03-05,1018,4,938.0,Hunan,
10986,Inner Mongolia,China,44.0935,113.9448,2020-03-05,75,1,65.0,Inner Mongolia,
10987,Jiangsu,China,32.9711,119.455,2020-03-05,631,0,583.0,Jiangsu,
10988,Jiangxi,China,27.614,115.7221,2020-03-05,935,1,901.0,Jiangxi,
10989,Jilin,China,43.6661,126.1923,2020-03-05,93,1,88.0,Jilin,
10990,Liaoning,China,41.2956,122.6085,2020-03-05,125,1,106.0,Liaoning,
10991,Macau,China,22.1667,113.55,2020-03-05,10,0,9.0,Macau,
10992,Ningxia,China,37.2692,106.1655,2020-03-05,75,0,69.0,Ningxia,
10993,Qinghai,China,35.7452,95.9956,2020-03-05,18,0,18.0,Qinghai,
10994,Shaanxi,China,35.1917,108.8701,2020-03-05,245,1,224.0,Shaanxi,
10995,Shandong,China,36.3427,118.1498,2020-03-05,758,6,578.0,Shandong,
10996,Shanghai,China,31.202,121.4491,2020-03-05,339,3,303.0,Shanghai,
10997,Shanxi,China,37.5777,112.2922,2020-03-05,133,0,126.0,Shanxi,
10998,Sichuan,China,30.6171,102.7103,2020-03-05,539,3,425.0,Sichuan,
10999,Tianjin,China,39.3054,117.323,2020-03-05,136,3,128.0,Tianjin,
11000,Tibet,China,31.6927,88.0924,2020-03-05,1,0,1.0,Tibet,
11001,Xinjiang,China,41.1129,85.2401,2020-03-05,76,3,70.0,Xinjiang,
11002,Yunnan,China,24.974,101.487,2020-03-05,174,2,169.0,Yunnan,
11003,Zhejiang,China,29.1832,120.0934,2020-03-05,1215,1,1124.0,Zhejiang,
11004,,Colombia,4.5709,-74.2973,2020-03-05,0,0,0.0,Cundinamarca,
11005,,Congo (Brazzaville),-4.0383,21.7587,2020-03-05,0,0,0.0,Kasai,
11006,,Congo (Kinshasa),-4.0383,21.7587,2020-03-05,0,0,0.0,Kasai,
11007,,Costa Rica,9.7489,-83.7534,2020-03-05,0,0,0.0,San José,
11008,,Cote d'Ivoire,7.54,-5.5471,2020-03-05,0,0,0.0,Cote d'Ivoire,
11009,,Croatia,45.1,15.2,2020-03-05,10,0,0.0,Jezerane,
