,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,state_cleaned,City
4722,,Lithuania,55.1694,23.8813,2020-02-09,0,0,0.0,Vilnius,
4723,,Luxembourg,49.8153,6.1296,2020-02-09,0,0,0.0,Luxembourg,
4724,,Madagascar,-18.7669,46.8691,2020-02-09,0,0,0.0,Miarinarivo,
4725,,Malaysia,2.5,112.5,2020-02-09,16,0,1.0,Sarawak,
4726,,Maldives,3.2028,73.2207,2020-02-09,0,0,0.0,Malé,
4727,,Malta,35.9375,14.3754,2020-02-09,0,0,0.0,Mgarr,
4728,,Mauritania,21.0079,10.9408,2020-02-09,0,0,0.0,Arlit,
4729,,Mauritius,-20.2,57.5,2020-02-09,0,0,0.0,Port Louis,
4730,,Mexico,23.6345,-102.5528,2020-02-09,0,0,0.0,Zacatecas,
4731,,Moldova,47.4116,28.3699,2020-02-09,0,0,0.0,Chisinau,
4732,,Monaco,43.7333,7.4167,2020-02-09,0,0,0.0,Monaco,
4733,,Mongolia,46.8625,103.8467,2020-02-09,0,0,0.0,Burd,
4734,,Montenegro,42.5,19.3,2020-02-09,0,0,0.0,E80,
4735,,Morocco,31.7917,-7.0926,2020-02-09,0,0,0.0,Rabat,
4736,,Namibia,-22.9576,18.4904,2020-02-09,0,0,0.0,Windhoek,
4737,,Nepal,28.1667,84.25,2020-02-09,1,0,0.0,Kathmandu,
4738,Aruba,Netherlands,12.5186,-70.0358,2020-02-09,0,0,0.0,Aruba,
4739,Curacao,Netherlands,12.1696,-68.99,2020-02-09,0,0,0.0,Curacao,
4740,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-09,0,0,0.0,Sint Maarten,
4741,,Netherlands,52.1326,5.2913,2020-02-09,0,0,0.0,Amsterdam,
4742,,New Zealand,-40.9006,174.886,2020-02-09,0,0,0.0,Wellington,
4743,,Nicaragua,12.8654,-85.2072,2020-02-09,0,0,0.0,Matagalpa,
4744,,Niger,17.6078,8.0817,2020-02-09,0,0,0.0,Tchirozerine,
4745,,Nigeria,9.082,8.6753,2020-02-09,0,0,0.0,Abuja,
4746,,North Macedonia,41.6086,21.7453,2020-02-09,0,0,0.0,Vojnica,
4747,,Norway,60.472,8.4689,2020-02-09,0,0,0.0,Hol,
4748,,Oman,21.0,57.0,2020-02-09,0,0,0.0,Muscat,
4749,,Pakistan,30.3753,69.3451,2020-02-09,0,0,0.0,Balochistan,
4750,,Panama,8.538,-80.7821,2020-02-09,0,0,0.0,Panama City,
4751,,Papua New Guinea,-6.315,143.9555,2020-02-09,0,0,0.0,Port Moresby,
4752,,Paraguay,-23.4425,-58.4438,2020-02-09,0,0,0.0,Asunción,
4753,,Peru,-9.19,-75.0152,2020-02-09,0,0,0.0,Lima,
4754,,Philippines,13.0,122.0,2020-02-09,3,1,0.0,Manila,
4755,,Poland,51.9194,19.1451,2020-02-09,0,0,0.0,Warsaw,
4756,,Portugal,39.3999,-8.2245,2020-02-09,0,0,0.0,Lisbon,
4757,,Qatar,25.3548,51.1839,2020-02-09,0,0,0.0,Doha,
4758,,Romania,45.9432,24.9668,2020-02-09,0,0,0.0,Jibert,
4759,,Russia,60.0,90.0,2020-02-09,2,0,0.0,Russia,
4760,,Rwanda,-1.9403,29.8739,2020-02-09,0,0,0.0,Kigali,
4761,,Saint Lucia,13.9094,-60.9789,2020-02-09,0,0,0.0,Castries,
4762,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-09,0,0,0.0,Kingstown,
4763,,San Marino,43.9424,12.4578,2020-02-09,0,0,0.0,San Marino,
4764,,Saudi Arabia,24.0,45.0,2020-02-09,0,0,0.0,Riyadh,
4765,,Senegal,14.4974,-14.4524,2020-02-09,0,0,0.0,Tambacounda,
4766,,Serbia,44.0165,21.0059,2020-02-09,0,0,0.0,Maršić,
4767,,Seychelles,-4.6796,55.492,2020-02-09,0,0,0.0,Cascade,
4768,,Singapore,1.2833,103.8333,2020-02-09,40,0,2.0,Singapore,
4769,,Slovakia,48.669,19.699,2020-02-09,0,0,0.0,Bratislava,
4770,,Slovenia,46.1512,14.9955,2020-02-09,0,0,0.0,Ljubljana,
4771,,Somalia,5.1521,46.1996,2020-02-09,0,0,0.0,Dhuusamareeb,
4772,,South Africa,-30.5595,22.9375,2020-02-09,0,0,0.0,Pretoria,
4773,,Spain,40.0,-4.0,2020-02-09,2,0,0.0,Toledo,
4774,,Sri Lanka,7.0,81.0,2020-02-09,1,0,1.0,Sri Jayawardenapura Kotte,
4775,,Sudan,12.8628,30.2176,2020-02-09,0,0,0.0,Bara,
4776,,Suriname,3.9193,-56.0278,2020-02-09,0,0,0.0,Amatopo,
4777,,Sweden,63.0,16.0,2020-02-09,1,0,0.0,Stockholm,
4778,,Switzerland,46.8182,8.2275,2020-02-09,0,0,0.0,Bern,
4779,,Taiwan*,23.7,121.0,2020-02-09,18,0,1.0,Taiwan,
4780,,Tanzania,-6.369,34.8888,2020-02-09,0,0,0.0,Nkonko,
4781,,Thailand,15.0,101.0,2020-02-09,32,0,10.0,Bangkok,
4782,,Togo,8.6195,0.8248,2020-02-09,0,0,0.0,Sotouboua,
4783,,Trinidad and Tobago,10.6918,-61.2225,2020-02-09,0,0,0.0,Port of Spain,
4784,,Tunisia,34.0,9.0,2020-02-09,0,0,0.0,Tunis,
4785,,Turkey,38.9637,35.2433,2020-02-09,0,0,0.0,Ankara,
4786,,Uganda,1.0,32.0,2020-02-09,0,0,0.0,Kiboga,
4787,,Ukraine,48.3794,31.1656,2020-02-09,0,0,0.0,Kiev,
4788,,United Arab Emirates,24.0,54.0,2020-02-09,7,0,0.0,Abu Dhabi,
4789,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-09,0,0,0.0,Bermuda,
4790,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-09,0,0,0.0,Cayman Islands,
4791,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-09,0,0,0.0,Channel Islands,
4792,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-09,0,0,0.0,Gibraltar,
4793,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-09,0,0,0.0,Isle of Man,
4794,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-09,0,0,0.0,Montserrat,
4795,,United Kingdom,55.3781,-3.4360000000000004,2020-02-09,3,0,0.0,London,
4796,,Uruguay,-32.5228,-55.7658,2020-02-09,0,0,0.0,Montevideo,
4797,,US,37.0902,-95.7129,2020-02-09,11,0,3.0,US,
4798,,Uzbekistan,41.3775,64.5853,2020-02-09,0,0,0.0,Tashkent,
4799,,Venezuela,6.4238,-66.5897,2020-02-09,0,0,0.0,Bolívar,
4800,,Vietnam,16.0,108.0,2020-02-09,13,0,1.0,Hanoi,
4801,,Zambia,-15.4167,28.2833,2020-02-09,0,0,0.0,Lusaka,
4802,,Zimbabwe,-20.0,30.0,2020-02-09,0,0,0.0,Harare,
4803,Diamond Princess,Canada,0.0,0.0,2020-02-09,0,0,,Diamond Princess,
4804,,Dominica,15.415,-61.371,2020-02-09,0,0,0.0,Roseau,
4805,,Grenada,12.1165,-61.679,2020-02-09,0,0,0.0,St. George's,
4806,,Mozambique,-18.665695,35.529562,2020-02-09,0,0,,Cheringoma,
4807,,Syria,34.802075,38.99681500000001,2020-02-09,0,0,,Damascus,
4808,,Timor-Leste,-8.874217,125.727539,2020-02-09,0,0,,Manufahi,
4809,,Belize,13.1939,-59.5432,2020-02-09,0,0,0.0,Belmopan,
4810,Recovered,Canada,0.0,0.0,2020-02-09,0,0,,Recovered,
4811,,Laos,19.85627,102.495496,2020-02-09,0,0,0.0,Vientiane,
4812,,Libya,26.3351,17.228331,2020-02-09,0,0,0.0,Tripoli,
4813,,West Bank and Gaza,31.9522,35.2332,2020-02-09,0,0,0.0,West Bank and Gaza,
4814,,Guinea-Bissau,11.8037,-15.1804,2020-02-09,0,0,0.0,Fulacunda,
4815,,Mali,17.570692,-3.996166000000001,2020-02-09,0,0,0.0,Goundam,
4816,,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-09,0,0,0.0,Basseterre,
4817,Northwest Territories,Canada,64.8255,-124.8457,2020-02-09,0,0,,Northwest Territories,
4818,Yukon,Canada,64.2823,-135.0,2020-02-09,0,0,,Yukon,
4819,,Kosovo,42.602636,20.902977,2020-02-09,0,0,0.0,Pristina,
4820,,Burma,21.9162,95.956,2020-02-09,0,0,0.0,Sagang,
4821,Anguilla,United Kingdom,18.2206,-63.0686,2020-02-09,0,0,0.0,Anguilla,
4822,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-02-09,0,0,0.0,British Virgin Islands,
4823,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-02-09,0,0,0.0,Turks and Caicos Islands,
4824,,MS Zaandam,0.0,0.0,2020-02-09,0,0,0.0,MS Zaandam,
4825,,Botswana,-22.3285,24.6849,2020-02-09,0,0,0.0,CKGR,
4826,,Afghanistan,33.0,65.0,2020-02-10,0,0,0.0,Baghran,
4827,,Albania,41.1533,20.1683,2020-02-10,0,0,0.0,E852,
4828,,Algeria,28.0339,1.6596,2020-02-10,0,0,0.0,Timokten,
4829,,Andorra,42.5063,1.5218,2020-02-10,0,0,0.0,Andorra la Vella,
4830,,Angola,-11.2027,17.8739,2020-02-10,0,0,0.0,Sautari,
4831,,Antigua and Barbuda,17.0608,-61.7964,2020-02-10,0,0,0.0,St. John's,
4832,,Argentina,-38.4161,-63.6167,2020-02-10,0,0,0.0,Buenos Aires,
4833,,Armenia,40.0691,45.0382,2020-02-10,0,0,0.0,Yerevan,
4834,Australian Capital Territory,Australia,-35.4735,149.0124,2020-02-10,0,0,0.0,Australian Capital Territory,
4835,New South Wales,Australia,-33.8688,151.2093,2020-02-10,4,0,2.0,New South Wales,
4836,Northern Territory,Australia,-12.4634,130.8456,2020-02-10,0,0,0.0,Northern Territory,
4837,Queensland,Australia,-28.0167,153.4,2020-02-10,5,0,0.0,Queensland,
4838,South Australia,Australia,-34.9285,138.6007,2020-02-10,2,0,0.0,South Australia,
4839,Tasmania,Australia,-41.4545,145.9707,2020-02-10,0,0,0.0,Tasmania,
4840,Victoria,Australia,-37.8136,144.9631,2020-02-10,4,0,0.0,Victoria,
4841,Western Australia,Australia,-31.9505,115.8605,2020-02-10,0,0,0.0,Western Australia,
4842,,Austria,47.5162,14.5501,2020-02-10,0,0,0.0,Vienna,
4843,,Azerbaijan,40.1431,47.5769,2020-02-10,0,0,0.0,Agjabadi,
4844,,Bahamas,25.0343,-77.3963,2020-02-10,0,0,0.0,Nassau,
4845,,Bahrain,26.0275,50.55,2020-02-10,0,0,0.0,Manama,
4846,,Bangladesh,23.685,90.3563,2020-02-10,0,0,0.0,Dhaka,
4847,,Barbados,13.1939,-59.5432,2020-02-10,0,0,0.0,Bridgetown,
4848,,Belarus,53.7098,27.9534,2020-02-10,0,0,0.0,Minsk,
4849,,Belgium,50.8333,4.0,2020-02-10,1,0,0.0,Brussels,
4850,,Benin,9.3077,2.3158,2020-02-10,0,0,0.0,Porto-Novo,
4851,,Bhutan,27.5142,90.4336,2020-02-10,0,0,0.0,Trongsa,
4852,,Bolivia,-16.2902,-63.5887,2020-02-10,0,0,0.0,Bolivia,
4853,,Bosnia and Herzegovina,43.9159,17.6791,2020-02-10,0,0,0.0,Sarajevo,
4854,,Brazil,-14.235,-51.9253,2020-02-10,0,0,0.0,Brasília,
4855,,Brunei,4.5353,114.7277,2020-02-10,0,0,0.0,Rambai,
4856,,Bulgaria,42.7339,25.4858,2020-02-10,0,0,0.0,Sofia,
4857,,Burkina Faso,12.2383,-1.5616,2020-02-10,0,0,0.0,Kadiogo,
4858,,Cabo Verde,16.5388,-23.0418,2020-02-10,0,0,0.0,Cabo Verde,
4859,,Cambodia,11.55,104.9167,2020-02-10,1,0,0.0,Phnom Penh,
4860,,Cameroon,3.848,11.5021,2020-02-10,0,0,0.0,Yaounde,
4861,Alberta,Canada,53.9333,-116.5765,2020-02-10,0,0,,Alberta,
4862,British Columbia,Canada,49.2827,-123.1207,2020-02-10,4,0,,British Columbia,
4863,Grand Princess,Canada,37.6489,-122.6655,2020-02-10,0,0,,Grand Princess,
4864,Manitoba,Canada,53.7609,-98.8139,2020-02-10,0,0,,Manitoba,
4865,New Brunswick,Canada,46.5653,-66.4619,2020-02-10,0,0,,New Brunswick,
4866,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-10,0,0,,Newfoundland and Labrador,
4867,Nova Scotia,Canada,44.682,-63.7443,2020-02-10,0,0,,Nova Scotia,
4868,Ontario,Canada,51.2538,-85.3232,2020-02-10,3,0,,Ontario,
4869,Prince Edward Island,Canada,46.5107,-63.4168,2020-02-10,0,0,,Prince Edward Island,
4870,Quebec,Canada,52.9399,-73.5491,2020-02-10,0,0,,Quebec,
4871,Saskatchewan,Canada,52.9399,-106.4509,2020-02-10,0,0,,Saskatchewan,
4872,,Central African Republic,6.6111,20.9394,2020-02-10,0,0,0.0,Ippy,
4873,,Chad,15.4542,18.7322,2020-02-10,0,0,0.0,Borkou,
4874,,Chile,-35.6751,-71.543,2020-02-10,0,0,0.0,Maule,
4875,Anhui,China,31.8257,117.2264,2020-02-10,830,3,88.0,Anhui,
4876,Beijing,China,40.1824,116.4142,2020-02-10,337,2,44.0,Beijing,
4877,Chongqing,China,30.0572,107.874,2020-02-10,486,2,66.0,Chongqing,
4878,Fujian,China,26.0789,117.9874,2020-02-10,261,0,39.0,Fujian,
4879,Gansu,China,37.8099,101.0583,2020-02-10,83,2,17.0,Gansu,
4880,Guangdong,China,23.3417,113.4244,2020-02-10,1159,1,167.0,Guangdong,
4881,Guangxi,China,23.8298,108.7881,2020-02-10,210,1,24.0,Guangxi,
4882,Guizhou,China,26.8154,106.8748,2020-02-10,109,1,10.0,Guizhou,
4883,Hainan,China,19.1959,109.7453,2020-02-10,138,3,19.0,Hainan,
4884,Hebei,China,39.549,116.1306,2020-02-10,218,2,41.0,Hebei,
4885,Heilongjiang,China,47.862,127.7615,2020-02-10,331,7,30.0,Heilongjiang,
4886,Henan,China,33.882,113.614,2020-02-10,1073,6,191.0,Henan,
4887,Hong Kong,China,22.3,114.2,2020-02-10,38,1,0.0,Hong Kong,
4888,Hubei,China,30.9756,112.2707,2020-02-10,31728,974,2222.0,Hubei,
4889,Hunan,China,27.6104,111.7088,2020-02-10,879,1,208.0,Hunan,
4890,Inner Mongolia,China,44.0935,113.9448,2020-02-10,58,0,5.0,Inner Mongolia,
4891,Jiangsu,China,32.9711,119.455,2020-02-10,492,0,81.0,Jiangsu,
4892,Jiangxi,China,27.614,115.7221,2020-02-10,771,1,105.0,Jiangxi,
4893,Jilin,China,43.6661,126.1923,2020-02-10,80,1,13.0,Jilin,
4894,Liaoning,China,41.2956,122.6085,2020-02-10,108,0,13.0,Liaoning,
4895,Macau,China,22.1667,113.55,2020-02-10,10,0,1.0,Macau,
4896,Ningxia,China,37.2692,106.1655,2020-02-10,49,0,13.0,Ningxia,
4897,Qinghai,China,35.7452,95.9956,2020-02-10,18,0,3.0,Qinghai,
4898,Shaanxi,China,35.1917,108.8701,2020-02-10,213,0,30.0,Shaanxi,
4899,Shandong,China,36.3427,118.1498,2020-02-10,466,1,66.0,Shandong,
4900,Shanghai,China,31.202,121.4491,2020-02-10,299,1,48.0,Shanghai,
4901,Shanxi,China,37.5777,112.2922,2020-02-10,119,0,25.0,Shanxi,
4902,Sichuan,China,30.6171,102.7103,2020-02-10,405,1,80.0,Sichuan,
4903,Tianjin,China,39.3054,117.323,2020-02-10,95,1,8.0,Tianjin,
4904,Tibet,China,31.6927,88.0924,2020-02-10,1,0,0.0,Tibet,
4905,Xinjiang,China,41.1129,85.2401,2020-02-10,49,0,0.0,Xinjiang,
4906,Yunnan,China,24.974,101.487,2020-02-10,149,0,19.0,Yunnan,
4907,Zhejiang,China,29.1832,120.0934,2020-02-10,1092,0,242.0,Zhejiang,
4908,,Colombia,4.5709,-74.2973,2020-02-10,0,0,0.0,Cundinamarca,
4909,,Congo (Brazzaville),-4.0383,21.7587,2020-02-10,0,0,0.0,Kasai,
4910,,Congo (Kinshasa),-4.0383,21.7587,2020-02-10,0,0,0.0,Kasai,
4911,,Costa Rica,9.7489,-83.7534,2020-02-10,0,0,0.0,San José,
4912,,Cote d'Ivoire,7.54,-5.5471,2020-02-10,0,0,0.0,Cote d'Ivoire,
4913,,Croatia,45.1,15.2,2020-02-10,0,0,0.0,Jezerane,
4914,,Diamond Princess,0.0,0.0,2020-02-10,135,0,0.0,Diamond Princess,
4915,,Cuba,22.0,-80.0,2020-02-10,0,0,0.0,Havana,
4916,,Cyprus,35.1264,33.4299,2020-02-10,0,0,0.0,Nicosia,
4917,,Czechia,49.8175,15.473,2020-02-10,0,0,0.0,Czechia,
4918,Faroe Islands,Denmark,61.8926,-6.9118,2020-02-10,0,0,0.0,Faroe Islands,
4919,Greenland,Denmark,71.7069,-42.6043,2020-02-10,0,0,0.0,Greenland,
4920,,Denmark,56.2639,9.5018,2020-02-10,0,0,0.0,Copenhagen,
4921,,Djibouti,11.8251,42.5903,2020-02-10,0,0,0.0,Djibouti,
4922,,Dominican Republic,18.7357,-70.1627,2020-02-10,0,0,0.0,Yamasá,
4923,,Ecuador,-1.8312,-78.1834,2020-02-10,0,0,0.0,Quito,
4924,,Egypt,26.0,30.0,2020-02-10,0,0,0.0,Cairo,
4925,,El Salvador,13.7942,-88.8965,2020-02-10,0,0,0.0,San Salvador,
4926,,Equatorial Guinea,1.5,10.0,2020-02-10,0,0,0.0,Mbini,
4927,,Eritrea,15.1794,39.7823,2020-02-10,0,0,0.0,Asmara,
4928,,Estonia,58.5953,25.0136,2020-02-10,0,0,0.0,Tallinn,
4929,,Eswatini,-26.5225,31.4659,2020-02-10,0,0,0.0,Eswatini,
4930,,Ethiopia,9.145,40.4897,2020-02-10,0,0,0.0,Addis Ababa,
4931,,Fiji,-17.7134,178.065,2020-02-10,0,0,0.0,Navosa,
4932,,Finland,64.0,26.0,2020-02-10,1,0,0.0,Helsinki,
4933,French Guiana,France,3.9339,-53.1258,2020-02-10,0,0,0.0,French Guiana,
4934,French Polynesia,France,-17.6797,149.4068,2020-02-10,0,0,0.0,French Polynesia,
4935,Guadeloupe,France,16.25,-61.5833,2020-02-10,0,0,0.0,Guadeloupe,
4936,Mayotte,France,-12.8275,45.1662,2020-02-10,0,0,0.0,Mayotte,
4937,New Caledonia,France,-20.9043,165.618,2020-02-10,0,0,0.0,New Caledonia,
4938,Reunion,France,-21.1351,55.2471,2020-02-10,0,0,0.0,Reunion,
4939,Saint Barthelemy,France,17.9,-62.8333,2020-02-10,0,0,0.0,Saint Barthelemy,
4940,St Martin,France,18.0708,-63.0501,2020-02-10,0,0,0.0,St Martin,
4941,Martinique,France,14.6415,-61.0242,2020-02-10,0,0,0.0,Martinique,
4942,,France,46.2276,2.2137,2020-02-10,11,0,0.0,Paris,
4943,,Gabon,-0.8037,11.6094,2020-02-10,0,0,0.0,Lolo-Bouenguidi,
4944,,Gambia,13.4432,-15.3101,2020-02-10,0,0,0.0,Banjul,
4945,,Georgia,42.3154,43.3569,2020-02-10,0,0,0.0,Imereti,
4946,,Germany,51.0,9.0,2020-02-10,14,0,0.0,Berlin,
4947,,Ghana,7.9465,-1.0232,2020-02-10,0,0,0.0,Pru,
4948,,Greece,39.0742,21.8243,2020-02-10,0,0,0.0,Fournas,
4949,,Guatemala,15.7835,-90.2308,2020-02-10,0,0,0.0,Chisec,
4950,,Guinea,9.9456,-9.6966,2020-02-10,0,0,0.0,Conakry,
4951,,Guyana,5.0,-58.75,2020-02-10,0,0,0.0,Georgetown,
4952,,Haiti,18.9712,-72.2852,2020-02-10,0,0,0.0,Durocher,
4953,,Vatican City,41.9029,12.4534,2020-02-10,0,0,0.0,Vatican City,
4954,,Honduras,15.2,-86.2419,2020-02-10,0,0,0.0,Gualaco,
4955,,Hungary,47.1625,19.5033,2020-02-10,0,0,0.0,erdészet,
4956,,Iceland,64.9631,-19.0208,2020-02-10,0,0,0.0,Skagafjörður,
4957,,India,21.0,78.0,2020-02-10,3,0,0.0,New Delhi,
4958,,Indonesia,-0.7893,113.9213,2020-02-10,0,0,0.0,Jakarta,
4959,,Iran,32.0,53.0,2020-02-10,0,0,0.0,Tehran,
4960,,Iraq,33.0,44.0,2020-02-10,0,0,0.0,Fallujah,
4961,,Ireland,53.1424,-7.6921,2020-02-10,0,0,0.0,Dublin,
4962,,Israel,31.0,35.0,2020-02-10,0,0,0.0,Jerusalem,
4963,,Italy,43.0,12.0,2020-02-10,3,0,0.0,Rome,
4964,,Jamaica,18.1096,-77.2975,2020-02-10,0,0,0.0,Summerfield,
4965,,Japan,36.0,138.0,2020-02-10,26,0,4.0,Hiraide,
4966,,Jordan,31.24,36.51,2020-02-10,0,0,0.0,Amman,
4967,,Kazakhstan,48.0196,66.9237,2020-02-10,0,0,0.0,Astana,
4968,,Kenya,-0.0236,37.9062,2020-02-10,0,0,0.0,Tumbura,
4969,,"Korea, South",36.0,128.0,2020-02-10,27,0,3.0,Gyeongsangbuk-do,
4970,,Kuwait,29.5,47.75,2020-02-10,0,0,0.0,Kuwait City,
4971,,Kyrgyzstan,41.2044,74.7661,2020-02-10,0,0,0.0,Bishkek,
4972,,Latvia,56.8796,24.6032,2020-02-10,0,0,0.0,LV-5015,
4973,,Lebanon,33.8547,35.8623,2020-02-10,0,0,0.0,Zahlé,
4974,,Liberia,6.4281,-9.4295,2020-02-10,0,0,0.0,Monrovia,
4975,,Liechtenstein,47.14,9.55,2020-02-10,0,0,0.0,Vaduz,
4976,,Lithuania,55.1694,23.8813,2020-02-10,0,0,0.0,Vilnius,
4977,,Luxembourg,49.8153,6.1296,2020-02-10,0,0,0.0,Luxembourg,
4978,,Madagascar,-18.7669,46.8691,2020-02-10,0,0,0.0,Miarinarivo,
4979,,Malaysia,2.5,112.5,2020-02-10,18,0,1.0,Sarawak,
4980,,Maldives,3.2028,73.2207,2020-02-10,0,0,0.0,Malé,
4981,,Malta,35.9375,14.3754,2020-02-10,0,0,0.0,Mgarr,
4982,,Mauritania,21.0079,10.9408,2020-02-10,0,0,0.0,Arlit,
4983,,Mauritius,-20.2,57.5,2020-02-10,0,0,0.0,Port Louis,
4984,,Mexico,23.6345,-102.5528,2020-02-10,0,0,0.0,Zacatecas,
4985,,Moldova,47.4116,28.3699,2020-02-10,0,0,0.0,Chisinau,
4986,,Monaco,43.7333,7.4167,2020-02-10,0,0,0.0,Monaco,
4987,,Mongolia,46.8625,103.8467,2020-02-10,0,0,0.0,Burd,
4988,,Montenegro,42.5,19.3,2020-02-10,0,0,0.0,E80,
4989,,Morocco,31.7917,-7.0926,2020-02-10,0,0,0.0,Rabat,
4990,,Namibia,-22.9576,18.4904,2020-02-10,0,0,0.0,Windhoek,
4991,,Nepal,28.1667,84.25,2020-02-10,1,0,0.0,Kathmandu,
4992,Aruba,Netherlands,12.5186,-70.0358,2020-02-10,0,0,0.0,Aruba,
4993,Curacao,Netherlands,12.1696,-68.99,2020-02-10,0,0,0.0,Curacao,
4994,Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-10,0,0,0.0,Sint Maarten,
4995,,Netherlands,52.1326,5.2913,2020-02-10,0,0,0.0,Amsterdam,
4996,,New Zealand,-40.9006,174.886,2020-02-10,0,0,0.0,Wellington,
4997,,Nicaragua,12.8654,-85.2072,2020-02-10,0,0,0.0,Matagalpa,
4998,,Niger,17.6078,8.0817,2020-02-10,0,0,0.0,Tchirozerine,
4999,,Nigeria,9.082,8.6753,2020-02-10,0,0,0.0,Abuja,
5000,,North Macedonia,41.6086,21.7453,2020-02-10,0,0,0.0,Vojnica,
5001,,Norway,60.472,8.4689,2020-02-10,0,0,0.0,Hol,
5002,,Oman,21.0,57.0,2020-02-10,0,0,0.0,Muscat,
5003,,Pakistan,30.3753,69.3451,2020-02-10,0,0,0.0,Balochistan,
5004,,Panama,8.538,-80.7821,2020-02-10,0,0,0.0,Panama City,
5005,,Papua New Guinea,-6.315,143.9555,2020-02-10,0,0,0.0,Port Moresby,
5006,,Paraguay,-23.4425,-58.4438,2020-02-10,0,0,0.0,Asunción,
5007,,Peru,-9.19,-75.0152,2020-02-10,0,0,0.0,Lima,
5008,,Philippines,13.0,122.0,2020-02-10,3,1,0.0,Manila,
5009,,Poland,51.9194,19.1451,2020-02-10,0,0,0.0,Warsaw,
5010,,Portugal,39.3999,-8.2245,2020-02-10,0,0,0.0,Lisbon,
5011,,Qatar,25.3548,51.1839,2020-02-10,0,0,0.0,Doha,
5012,,Romania,45.9432,24.9668,2020-02-10,0,0,0.0,Jibert,
5013,,Russia,60.0,90.0,2020-02-10,2,0,0.0,Russia,
5014,,Rwanda,-1.9403,29.8739,2020-02-10,0,0,0.0,Kigali,
5015,,Saint Lucia,13.9094,-60.9789,2020-02-10,0,0,0.0,Castries,
5016,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-02-10,0,0,0.0,Kingstown,
5017,,San Marino,43.9424,12.4578,2020-02-10,0,0,0.0,San Marino,
5018,,Saudi Arabia,24.0,45.0,2020-02-10,0,0,0.0,Riyadh,
5019,,Senegal,14.4974,-14.4524,2020-02-10,0,0,0.0,Tambacounda,
5020,,Serbia,44.0165,21.0059,2020-02-10,0,0,0.0,Maršić,
5021,,Seychelles,-4.6796,55.492,2020-02-10,0,0,0.0,Cascade,
5022,,Singapore,1.2833,103.8333,2020-02-10,45,0,2.0,Singapore,
5023,,Slovakia,48.669,19.699,2020-02-10,0,0,0.0,Bratislava,
5024,,Slovenia,46.1512,14.9955,2020-02-10,0,0,0.0,Ljubljana,
5025,,Somalia,5.1521,46.1996,2020-02-10,0,0,0.0,Dhuusamareeb,
5026,,South Africa,-30.5595,22.9375,2020-02-10,0,0,0.0,Pretoria,
5027,,Spain,40.0,-4.0,2020-02-10,2,0,0.0,Toledo,
5028,,Sri Lanka,7.0,81.0,2020-02-10,1,0,1.0,Sri Jayawardenapura Kotte,
5029,,Sudan,12.8628,30.2176,2020-02-10,0,0,0.0,Bara,
5030,,Suriname,3.9193,-56.0278,2020-02-10,0,0,0.0,Amatopo,
5031,,Sweden,63.0,16.0,2020-02-10,1,0,0.0,Stockholm,
5032,,Switzerland,46.8182,8.2275,2020-02-10,0,0,0.0,Bern,
5033,,Taiwan*,23.7,121.0,2020-02-10,18,0,1.0,Taiwan,
5034,,Tanzania,-6.369,34.8888,2020-02-10,0,0,0.0,Nkonko,
5035,,Thailand,15.0,101.0,2020-02-10,32,0,10.0,Bangkok,
5036,,Togo,8.6195,0.8248,2020-02-10,0,0,0.0,Sotouboua,
5037,,Trinidad and Tobago,10.6918,-61.2225,2020-02-10,0,0,0.0,Port of Spain,
5038,,Tunisia,34.0,9.0,2020-02-10,0,0,0.0,Tunis,
5039,,Turkey,38.9637,35.2433,2020-02-10,0,0,0.0,Ankara,
5040,,Uganda,1.0,32.0,2020-02-10,0,0,0.0,Kiboga,
5041,,Ukraine,48.3794,31.1656,2020-02-10,0,0,0.0,Kiev,
5042,,United Arab Emirates,24.0,54.0,2020-02-10,8,0,0.0,Abu Dhabi,
5043,Bermuda,United Kingdom,32.3078,-64.7505,2020-02-10,0,0,0.0,Bermuda,
5044,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-10,0,0,0.0,Cayman Islands,
5045,Channel Islands,United Kingdom,49.3723,-2.3644,2020-02-10,0,0,0.0,Channel Islands,
5046,Gibraltar,United Kingdom,36.1408,-5.3536,2020-02-10,0,0,0.0,Gibraltar,
5047,Isle of Man,United Kingdom,54.2361,-4.5481,2020-02-10,0,0,0.0,Isle of Man,
5048,Montserrat,United Kingdom,16.7425,-62.1874,2020-02-10,0,0,0.0,Montserrat,
